central,fecha (mm-aaaa),caudal (m^3/s)
eltoro,12-1981,38.116037500999994
eltoro,01-1982,90.79267563571392
eltoro,02-1982,37.800542715
eltoro,03-1982,21.202021843000004
eltoro,04-1982,15.372776357
eltoro,05-1982,53.331889504
eltoro,06-1982,104.121458538
eltoro,07-1982,117.645341614
eltoro,08-1982,69.13577240800001
eltoro,09-1982,132.5558433917824
eltoro,10-1982,140.08545486776737
eltoro,11-1982,159.78340614919327
eltoro,12-1982,160.562782856
eltoro,01-1983,26.903020555
eltoro,02-1983,15.674218168000001
eltoro,03-1983,20.062099459
eltoro,04-1983,23.971587341999996
eltoro,05-1983,26.22199398
eltoro,06-1983,112.24177550083381
eltoro,07-1983,58.833451649000004
eltoro,08-1983,46.009426315
eltoro,09-1983,47.072710150999995
eltoro,10-1983,100.06047088000001
eltoro,11-1983,109.50142963276394
eltoro,12-1983,47.483071556
eltoro,01-1984,66.827712519
eltoro,02-1984,30.576063659999996
eltoro,03-1984,22.498843419000004
eltoro,04-1984,20.913728494
eltoro,05-1984,43.472217181000005
eltoro,06-1984,41.133936747999996
eltoro,07-1984,72.90850667800001
eltoro,08-1984,34.372660778000004
eltoro,09-1984,68.670023828
eltoro,10-1984,158.97020294767145
eltoro,11-1984,165.8295599873807
eltoro,12-1984,139.96129328592394
eltoro,01-1985,22.19677515
eltoro,02-1985,20.326523445
eltoro,03-1985,18.715720834000003
eltoro,04-1985,34.155331921
eltoro,05-1985,86.29539291885129
eltoro,06-1985,85.53175909699999
eltoro,07-1985,95.62928596789784
eltoro,08-1985,44.318150513000006
eltoro,09-1985,57.221603877999996
eltoro,10-1985,82.596010936
eltoro,11-1985,90.25212451499999
eltoro,12-1985,40.601479096000006
eltoro,01-1986,35.63578739
eltoro,02-1986,22.824265943
eltoro,03-1986,26.890012337
eltoro,04-1986,35.616056462
eltoro,05-1986,117.16182702699999
eltoro,06-1986,174.27438778013519
eltoro,07-1986,69.01164920699999
eltoro,08-1986,85.64560539
eltoro,09-1986,64.23034569500001
eltoro,10-1986,115.780430268
eltoro,11-1986,108.18070190778454
eltoro,12-1986,83.91246171617553
eltoro,01-1987,31.523944446
eltoro,02-1987,24.932165744
eltoro,03-1987,26.406927568000004
eltoro,04-1987,20.083330394
eltoro,05-1987,24.989215695000006
eltoro,06-1987,73.82041928
eltoro,07-1987,100.3272247457055
eltoro,08-1987,65.913458268
eltoro,09-1987,64.571440765
eltoro,10-1987,144.84708258635214
eltoro,11-1987,129.5391195705807
eltoro,12-1987,57.426578092000014
eltoro,01-1988,32.27818178
eltoro,02-1988,24.120206732
eltoro,03-1988,14.791891366000002
eltoro,04-1988,20.398031815
eltoro,05-1988,21.362660753000004
eltoro,06-1988,45.82390306799999
eltoro,07-1988,50.675259263
eltoro,08-1988,66.236061153
eltoro,09-1988,47.18598958000001
eltoro,10-1988,95.136020737
eltoro,11-1988,132.82207247390406
eltoro,12-1988,73.652386703
eltoro,01-1989,24.871174786153546
eltoro,02-1989,18.446705807025328
eltoro,03-1989,19.97200022470691
eltoro,04-1989,13.75723464970213
eltoro,05-1989,12.740928525300001
eltoro,06-1989,41.157323475892866
eltoro,07-1989,39.98950014279214
eltoro,08-1989,43.139408531260855
eltoro,09-1989,49.073961330246306
eltoro,10-1989,101.6806113803724
eltoro,11-1989,99.03653053166506
eltoro,12-1989,54.32985288176619
eltoro,01-1990,20.2950778648332
eltoro,02-1990,14.570728027884599
eltoro,03-1990,12.600204479914195
eltoro,04-1990,33.53702553551936
eltoro,05-1990,47.54960055534749
eltoro,06-1990,54.1114889966332
eltoro,07-1990,38.40765584556731
eltoro,08-1990,82.62892595259368
eltoro,09-1990,115.87237934824269
eltoro,10-1990,80.01749659317882
eltoro,11-1990,53.9870821209571
eltoro,12-1990,30.373080993432936
eltoro,01-1991,35.58323762336901
eltoro,02-1991,22.6304722792919
eltoro,03-1991,21.731965329733498
eltoro,04-1991,26.948513377855
eltoro,05-1991,171.22753819922792
eltoro,06-1991,107.02957275231898
eltoro,07-1991,93.56448827198919
eltoro,08-1991,44.8557168854066
eltoro,09-1991,77.7443315798544
eltoro,10-1991,83.30202992152519
eltoro,11-1991,94.69709075099308
eltoro,12-1991,60.807429282551695
eltoro,01-1992,50.763195722032
eltoro,02-1992,26.5626482712738
eltoro,03-1992,23.667836948184
eltoro,04-1992,27.5313951485004
eltoro,05-1992,123.90677969695702
eltoro,06-1992,100.5224908840718
eltoro,07-1992,57.3718257180918
eltoro,08-1992,38.031193782721
eltoro,09-1992,61.018065406935804
eltoro,10-1992,113.142939248896
eltoro,11-1992,156.121044349331
eltoro,12-1992,108.08972922179373
eltoro,01-1993,44.4248333968796
eltoro,02-1993,28.377929697741
eltoro,03-1993,20.922081924255398
eltoro,04-1993,37.7988455781158
eltoro,05-1993,91.0766827907568
eltoro,06-1993,191.48184059455647
eltoro,07-1993,113.49965067937491
eltoro,08-1993,107.3422336136156
eltoro,09-1993,87.041410992135
eltoro,10-1993,117.63108162338435
eltoro,11-1993,124.42366935649528
eltoro,12-1993,97.08878790567428
eltoro,01-1994,32.1122527351179
eltoro,02-1994,22.258151153095703
eltoro,03-1994,20.076198965453802
eltoro,04-1994,40.5287250762981
eltoro,05-1994,37.1836137545488
eltoro,06-1994,81.7541297292633
eltoro,07-1994,107.44078072170373
eltoro,08-1994,54.3445612421027
eltoro,09-1994,106.57229560631588
eltoro,10-1994,125.78066909610862
eltoro,11-1994,109.6346434829263
eltoro,12-1994,74.57138332374129
eltoro,01-1995,42.730000000000004
eltoro,02-1995,23.130000000000003
eltoro,03-1995,25.810000000000002
eltoro,04-1995,22.830000000000002
eltoro,05-1995,19.83
eltoro,06-1995,75.05000000000001
eltoro,07-1995,55.2
eltoro,08-1995,46.849999999999994
eltoro,09-1995,43.11
eltoro,10-1995,117.9210761056649
eltoro,11-1995,132.855461653113
eltoro,12-1995,75.60000000000001
eltoro,01-1996,42.480000000000004
eltoro,02-1996,23.08
eltoro,03-1996,18.41
eltoro,04-1996,16.360000000000003
eltoro,05-1996,21.559999999999995
eltoro,06-1996,54.17
eltoro,07-1996,101.54
eltoro,08-1996,77.3
eltoro,09-1996,80.19
eltoro,10-1996,128.9150576632771
eltoro,11-1996,151.5
eltoro,12-1996,97.18258412480124
eltoro,01-1997,37.3672506852872
eltoro,02-1997,23.074125374324403
eltoro,03-1997,16.7653925990706
eltoro,04-1997,46.489059765783004
eltoro,05-1997,69.3066630199333
eltoro,06-1997,149.9351299274815
eltoro,07-1997,93.27583469889349
eltoro,08-1997,136.51625165609263
eltoro,09-1997,130.83712934707444
eltoro,10-1997,104.9250050128936
eltoro,11-1997,119.66839888872019
eltoro,12-1997,76.19681725815849
eltoro,01-1998,15.809707358941301
eltoro,02-1998,14.917681636678001
eltoro,03-1998,12.219277330768302
eltoro,04-1998,18.8256797211739
eltoro,05-1998,23.488775253761602
eltoro,06-1998,23.535132648446698
eltoro,07-1998,25.4995424508334
eltoro,08-1998,26.6269630838974
eltoro,09-1998,32.493076062071594
eltoro,10-1998,45.37750654764861
eltoro,11-1998,28.3446519470775
eltoro,12-1998,20.777243486074198
eltoro,01-1999,25.9048474008962
eltoro,02-1999,31.053529669145
eltoro,03-1999,17.183521404676398
eltoro,04-1999,13.2150188573614
eltoro,05-1999,32.3659754717756
eltoro,06-1999,49.98314941627059
eltoro,07-1999,36.4740923898966
eltoro,08-1999,76.81200495818172
eltoro,09-1999,79.00377888212951
eltoro,10-1999,133.669335229977
eltoro,11-1999,122.797473790696
eltoro,12-1999,53.2362368339672
eltoro,01-2000,51.7039037549686
eltoro,02-2000,27.5594839174222
eltoro,03-2000,20.953768503327304
eltoro,04-2000,16.849893116790902
eltoro,05-2000,19.1537142210392
eltoro,06-2000,117.34626693323702
eltoro,07-2000,98.76030328394845
eltoro,08-2000,97.6534233699083
eltoro,09-2000,82.1313886155245
eltoro,10-2000,129.679648597676
eltoro,11-2000,171.69288847836802
eltoro,12-2000,75.14369193585362
eltoro,01-2001,28.5988592273671
eltoro,02-2001,31.7484033853507
eltoro,03-2001,49.0419843561969
eltoro,04-2001,20.362211686488
eltoro,05-2001,104.0295852667115
eltoro,06-2001,113.969128265169
eltoro,07-2001,181.3913706151032
eltoro,08-2001,100.68782065288961
eltoro,09-2001,73.38677967946141
eltoro,10-2001,107.2205395368814
eltoro,11-2001,95.1267956361479
eltoro,12-2001,57.8905474445271
eltoro,01-2002,57.923740066329074
eltoro,02-2002,28.603314225497357
eltoro,03-2002,23.22803312740817
eltoro,04-2002,35.362571272002754
eltoro,05-2002,58.68678066389256
eltoro,06-2002,57.27796209034773
eltoro,07-2002,52.55957892768643
eltoro,08-2002,124.83972640300297
eltoro,09-2002,97.38343708548183
eltoro,10-2002,181.68307826354123
eltoro,11-2002,159.4535998849594
eltoro,12-2002,127.98503694455596
eltoro,01-2003,25.622455540080995
eltoro,02-2003,18.67025116895441
eltoro,03-2003,18.097912280282554
eltoro,04-2003,19.654719838532046
eltoro,05-2003,20.10925122789634
eltoro,06-2003,145.98303655784173
eltoro,07-2003,95.74361960179715
eltoro,08-2003,54.404801611700464
eltoro,09-2003,68.84324866062366
eltoro,10-2003,78.07143754650141
eltoro,11-2003,72.28369400272561
eltoro,12-2003,43.9503110754498
eltoro,01-2004,26.25655918632829
eltoro,02-2004,20.165342184605258
eltoro,03-2004,14.829519148366833
eltoro,04-2004,48.01521719627485
eltoro,05-2004,29.65054617877877
eltoro,06-2004,84.77763714814593
eltoro,07-2004,84.36974975083082
eltoro,08-2004,49.60800276287726
eltoro,09-2004,76.718470925737
eltoro,10-2004,77.32165928644571
eltoro,11-2004,91.1427390439301
eltoro,12-2004,51.22240672867015
eltoro,01-2005,47.46174687580633
eltoro,02-2005,26.227103062445124
eltoro,03-2005,19.520052020680716
eltoro,04-2005,15.292389588964006
eltoro,05-2005,53.35963885235678
eltoro,06-2005,108.06715094982194
eltoro,07-2005,101.15351490244088
eltoro,08-2005,125.5483034371924
eltoro,09-2005,72.22265314080403
eltoro,10-2005,107.52291143040452
eltoro,11-2005,144.87016237975806
eltoro,12-2005,92.76245497448323
eltoro,01-2006,46.195747705855055
eltoro,02-2006,32.08848433638575
eltoro,03-2006,30.12030350493775
eltoro,04-2006,37.89027832058014
eltoro,05-2006,41.10682020250556
eltoro,06-2006,149.93412174046543
eltoro,07-2006,176.75516999002514
eltoro,08-2006,71.50731410413101
eltoro,09-2006,91.33469904517807
eltoro,10-2006,110.57291382637125
eltoro,11-2006,108.15773321832069
eltoro,12-2006,88.48965505652406
eltoro,01-2007,26.89129665598406
eltoro,02-2007,26.811671293292537
eltoro,03-2007,13.220211279546742
eltoro,04-2007,26.533879368426717
eltoro,05-2007,22.736387321774075
eltoro,06-2007,24.637376112516947
eltoro,07-2007,49.23733825316785
eltoro,08-2007,28.932429753646222
eltoro,09-2007,41.854741319140246
eltoro,10-2007,83.13334827904438
eltoro,11-2007,88.64330202421465
eltoro,12-2007,42.53687266498929
eltoro,01-2008,22.5051820213056
eltoro,02-2008,18.36292714937873
eltoro,03-2008,14.823900884717911
eltoro,04-2008,7.7185165822916115
eltoro,05-2008,130.60225182941662
eltoro,06-2008,65.7885511591893
eltoro,07-2008,62.38405746655664
eltoro,08-2008,91.57234695849735
eltoro,09-2008,71.11802227989853
eltoro,10-2008,83.11019154603927
eltoro,11-2008,86.21140553760327
eltoro,12-2008,39.815973964720314
eltoro,01-2009,35.446389902271726
eltoro,02-2009,24.043990354020938
eltoro,03-2009,18.133128657428408
eltoro,04-2009,15.74670277249713
eltoro,05-2009,82.90100030918605
eltoro,06-2009,81.4298100111889
eltoro,07-2009,77.57394101950031
eltoro,08-2009,79.66635931418212
eltoro,09-2009,80.37553688862994
eltoro,10-2009,108.68599369218302
eltoro,11-2009,105.08696917433852
eltoro,12-2009,68.46928708501339
eltoro,01-2010,28.771658750386397
eltoro,02-2010,21.723364066890518
eltoro,03-2010,14.679620693385491
eltoro,04-2010,15.161510135142507
eltoro,05-2010,17.658002904730708
eltoro,06-2010,33.521494447862345
eltoro,07-2010,34.08113032684296
eltoro,08-2010,37.33486232144259
eltoro,09-2010,43.127928890459835
eltoro,10-2010,92.91642409875712
eltoro,11-2010,92.07552518043181
eltoro,12-2010,52.52769103832725
eltoro,01-2011,29.42405259491018
eltoro,02-2011,28.18801552815163
eltoro,03-2011,21.049591364190523
eltoro,04-2011,28.4878374869651
eltoro,05-2011,24.450343531969054
eltoro,06-2011,43.38161079166431
eltoro,07-2011,47.276778556304706
eltoro,08-2011,72.76550897959757
eltoro,09-2011,68.44141399507154
eltoro,10-2011,113.69796277811034
eltoro,11-2011,121.58801410495897
eltoro,12-2011,65.20571749819874
eltoro,01-2012,29.686464269008418
eltoro,02-2012,17.44920883578497
eltoro,03-2012,17.090008533005175
eltoro,04-2012,18.28406871729728
eltoro,05-2012,47.9032805106081
eltoro,06-2012,99.99858601294841
eltoro,07-2012,57.29240252363491
eltoro,08-2012,37.90722866445516
eltoro,09-2012,46.40259614178859
eltoro,10-2012,43.7610407225486
eltoro,11-2012,26.577410148395458
eltoro,12-2012,42.00531420926767
eltoro,01-2013,22.29146238359699
eltoro,02-2013,17.300933478487106
eltoro,03-2013,17.31786253108288
eltoro,04-2013,11.983709698093996
eltoro,05-2013,23.920554701994106
eltoro,06-2013,39.286489214583725
eltoro,07-2013,51.75741961094059
eltoro,08-2013,51.43755639187395
eltoro,09-2013,115.33916040437671
eltoro,10-2013,89.91969421815764
eltoro,11-2013,98.70594894408916
eltoro,12-2013,68.84863488828174
eltoro,01-2014,26.943392727363374
eltoro,02-2014,17.72677085893808
eltoro,03-2014,13.443795118147868
eltoro,04-2014,15.418789728703857
eltoro,05-2014,38.025780035110756
eltoro,06-2014,54.58704061728402
eltoro,07-2014,62.45192855435971
eltoro,08-2014,121.86979078124172
eltoro,09-2014,95.27100678105211
eltoro,10-2014,118.68005183972602
eltoro,11-2014,89.29502661903187
eltoro,12-2014,47.30186661143071
eltoro,01-2015,31.539687875394403
eltoro,02-2015,21.582722822961266
eltoro,03-2015,15.005350168787487
eltoro,04-2015,14.049100772325883
eltoro,05-2015,18.123715351631528
eltoro,06-2015,63.50458698179963
eltoro,07-2015,63.33743530193475
eltoro,08-2015,94.70940357659109
eltoro,09-2015,91.58787561439965
eltoro,10-2015,95.7216800148754
eltoro,11-2015,95.20792989107552
eltoro,12-2015,51.07376076852881
eltoro,01-2016,16.61858768726676
eltoro,02-2016,15.587593945763269
eltoro,03-2016,12.9053095308045
eltoro,04-2016,17.110303915411876
eltoro,05-2016,8.168709677419354
eltoro,06-2016,17.564454792262143
eltoro,07-2016,28.471801075529797
eltoro,08-2016,53.9869861248108
eltoro,09-2016,50.59652855390428
eltoro,10-2016,56.246116090251746
eltoro,11-2016,32.09937986515531
eltoro,12-2016,23.307913353795115
eltoro,01-2017,32.39369361765107
eltoro,02-2017,20.782730265598214
eltoro,03-2017,19.652214436290077
eltoro,04-2017,15.03531149486045
eltoro,05-2017,20.42994255727318
eltoro,06-2017,40.486029238946095
eltoro,07-2017,44.1314469575039
eltoro,08-2017,42.341968576049624
eltoro,09-2017,52.52505673299333
eltoro,10-2017,124.09424924608712
eltoro,11-2017,143.96329324102118
eltoro,12-2017,78.09829450702725
eltoro,01-2018,31.65026321106294
eltoro,02-2018,20.62729309893978
eltoro,03-2018,16.531362041804897
eltoro,04-2018,23.02285928399919
eltoro,05-2018,27.015089398959386
eltoro,06-2018,57.7454252061426
eltoro,07-2018,58.04386271620489
eltoro,08-2018,41.43845475089596
eltoro,09-2018,80.23483363436114
eltoro,10-2018,94.43023586803345
eltoro,11-2018,108.1980364175543
eltoro,12-2018,51.38562616812062
eltoro,01-2019,25.15858824666214
eltoro,02-2019,16.666771433320793
eltoro,03-2019,14.14974805725949
eltoro,04-2019,14.856316652317101
eltoro,05-2019,30.64664864567293
eltoro,06-2019,53.03589466736143
eltoro,07-2019,46.82326599790816
eltoro,08-2019,67.89564698832598
eltoro,09-2019,75.48289583177069
eltoro,10-2019,91.77808831150202
eltoro,11-2019,80.1502700540664
eltoro,12-2019,39.89489631165286
eltoro,01-2020,29.440608916791135
eltoro,02-2020,19.795903488621338
eltoro,03-2020,14.853434896158216
eltoro,04-2020,13.153915191501756
eltoro,05-2020,15.023459031975648
eltoro,06-2020,33.22351845761176
eltoro,07-2020,55.28442679601913
eltoro,08-2020,37.08284839372371
eltoro,09-2020,51.1978026791489
eltoro,10-2020,95.34913451348521
eltoro,11-2020,92.64858212469434
eltoro,12-2020,41.65560874354857
eltoro,01-2021,17.19526879625952
eltoro,02-2021,12.1781536603465
eltoro,03-2021,12.543774865908269
eltoro,04-2021,11.676325176918995
eltoro,05-2021,23.805732622802736
eltoro,06-2021,57.3057928325435
eltoro,07-2021,28.606575345891414
eltoro,08-2021,42.149861974824006
eltoro,09-2021,56.153721996638005
eltoro,10-2021,75.10058450635147
eltoro,11-2021,52.1619221196474
eltoro,12-2021,25.27036602531592
eltoro,01-2022,23.340501173206555
eltoro,02-2022,14.803753272210125
eltoro,03-2022,12.030723860181118
eltoro,04-2022,30.411182043037343
eltoro,05-2022,35.192473424902886
eltoro,06-2022,43.60652026540376
eltoro,07-2022,57.14507914668445
eltoro,08-2022,51.51298829236168
eltoro,09-2022,57.2735852209608
eltoro,10-2022,114.48617616742669
eltoro,11-2022,102.43149956943225
eltoro,12-2022,41.72934465511373
eltoro,01-2023,35.595770089285715
eltoro,02-2023,22.088633482142857
eltoro,03-2023,19.440842410714286
eltoro,04-2023,14.827931561550548
eltoro,05-2023,19.420684360926153
eltoro,06-2023,153.75359214666395
eltoro,07-2023,104.25744206544819
eltoro,08-2023,152.14210267857143
eltoro,09-2023,135.46748794642858
eltoro,10-2023,95.98614642857143
eltoro,11-2023,106.31158214285713
eltoro,12-2023,76.35005223214286
laja_i,01-1960,2.42
laja_i,02-1960,1.52
laja_i,03-1960,3.68
laja_i,04-1960,2.3
laja_i,05-1960,7.97
laja_i,06-1960,30.63
laja_i,07-1960,44.16
laja_i,08-1960,43.74
laja_i,09-1960,35.23
laja_i,10-1960,20.61
laja_i,11-1960,15.69
laja_i,12-1960,2.23
laja_i,01-1961,3.88
laja_i,02-1961,3.56
laja_i,03-1961,19.69
laja_i,04-1961,17.9
laja_i,05-1961,3.84
laja_i,06-1961,31.93
laja_i,07-1961,18.9
laja_i,08-1961,12.19
laja_i,09-1961,6.0
laja_i,10-1961,5.55
laja_i,11-1961,4.37
laja_i,12-1961,5.63
laja_i,01-1962,5.79
laja_i,02-1962,11.13
laja_i,03-1962,12.27
laja_i,04-1962,10.17
laja_i,05-1962,16.88
laja_i,06-1962,28.35
laja_i,07-1962,10.61
laja_i,08-1962,25.42
laja_i,09-1962,24.03
laja_i,10-1962,18.34
laja_i,11-1962,17.86
laja_i,12-1962,10.97
laja_i,01-1963,4.22
laja_i,02-1963,3.77
laja_i,03-1963,2.03
laja_i,04-1963,17.07
laja_i,05-1963,24.23
laja_i,06-1963,36.1
laja_i,07-1963,74.32
laja_i,08-1963,81.77
laja_i,09-1963,51.13
laja_i,10-1963,11.0
laja_i,11-1963,3.0
laja_i,12-1963,1.0
laja_i,01-1964,2.41
laja_i,02-1964,4.24
laja_i,03-1964,1.0
laja_i,04-1964,16.16
laja_i,05-1964,28.29
laja_i,06-1964,39.16
laja_i,07-1964,36.95
laja_i,08-1964,28.58
laja_i,09-1964,29.33
laja_i,10-1964,11.16
laja_i,11-1964,9.91
laja_i,12-1964,43.09
laja_i,01-1965,34.25
laja_i,02-1965,14.0
laja_i,03-1965,11.99
laja_i,04-1965,76.56
laja_i,05-1965,43.25
laja_i,06-1965,61.93
laja_i,07-1965,105.42
laja_i,08-1965,56.58
laja_i,09-1965,38.03
laja_i,10-1965,15.26
laja_i,11-1965,17.6
laja_i,12-1965,48.23
laja_i,01-1966,20.69
laja_i,02-1966,26.31
laja_i,03-1966,11.97
laja_i,04-1966,27.42
laja_i,05-1966,27.08
laja_i,06-1966,56.47
laja_i,07-1966,44.9
laja_i,08-1966,32.45
laja_i,09-1966,16.57
laja_i,10-1966,27.52
laja_i,11-1966,18.13
laja_i,12-1966,19.68
laja_i,01-1967,4.82
laja_i,02-1967,10.34
laja_i,03-1967,12.94
laja_i,04-1967,14.18
laja_i,05-1967,38.08
laja_i,06-1967,29.07
laja_i,07-1967,54.42
laja_i,08-1967,37.39
laja_i,09-1967,35.2
laja_i,10-1967,14.77
laja_i,11-1967,7.6
laja_i,12-1967,5.54
laja_i,01-1968,8.72
laja_i,02-1968,7.71
laja_i,03-1968,7.53
laja_i,04-1968,13.15
laja_i,05-1968,9.67
laja_i,06-1968,32.07
laja_i,07-1968,21.52
laja_i,08-1968,24.33
laja_i,09-1968,12.9
laja_i,10-1968,5.04
laja_i,11-1968,7.86
laja_i,12-1968,9.1
laja_i,01-1969,71.84
laja_i,02-1969,69.0
laja_i,03-1969,58.95
laja_i,04-1969,10.4
laja_i,05-1969,24.9
laja_i,06-1969,74.53
laja_i,07-1969,5.42
laja_i,08-1969,53.45
laja_i,09-1969,34.63
laja_i,10-1969,30.61
laja_i,11-1969,20.67
laja_i,12-1969,22.75
laja_i,01-1970,10.87
laja_i,02-1970,14.22
laja_i,03-1970,12.83
laja_i,04-1970,34.46
laja_i,05-1970,14.18
laja_i,06-1970,24.82
laja_i,07-1970,32.65
laja_i,08-1970,22.81
laja_i,09-1970,6.17
laja_i,10-1970,3.52
laja_i,11-1970,2.25
laja_i,12-1970,4.71
laja_i,01-1971,1.94
laja_i,02-1971,8.17
laja_i,03-1971,7.33
laja_i,04-1971,18.42
laja_i,05-1971,65.59
laja_i,06-1971,52.6
laja_i,07-1971,67.03
laja_i,08-1971,42.19
laja_i,09-1971,21.4
laja_i,10-1971,5.81
laja_i,11-1971,1.07
laja_i,12-1971,2.92
laja_i,01-1972,14.85
laja_i,02-1972,4.99
laja_i,03-1972,1.97
laja_i,04-1972,9.46
laja_i,05-1972,90.6
laja_i,06-1972,106.5
laja_i,07-1972,1.52
laja_i,08-1972,18.77
laja_i,09-1972,1.0
laja_i,10-1972,1.0
laja_i,11-1972,1.0
laja_i,12-1972,2.21
laja_i,01-1973,1.82
laja_i,02-1973,1.86
laja_i,03-1973,1.93
laja_i,04-1973,3.87
laja_i,05-1973,23.06
laja_i,06-1973,25.68
laja_i,07-1973,35.58
laja_i,08-1973,21.94
laja_i,09-1973,14.77
laja_i,10-1973,12.29
laja_i,11-1973,6.77
laja_i,12-1973,2.73
laja_i,01-1974,4.85
laja_i,02-1974,12.5
laja_i,03-1974,3.52
laja_i,04-1974,6.21
laja_i,05-1974,15.03
laja_i,06-1974,38.6
laja_i,07-1974,32.65
laja_i,08-1974,27.61
laja_i,09-1974,18.9
laja_i,10-1974,10.94
laja_i,11-1974,7.09
laja_i,12-1974,15.68
laja_i,01-1975,7.43
laja_i,02-1975,1.39
laja_i,03-1975,14.6
laja_i,04-1975,15.1
laja_i,05-1975,29.95
laja_i,06-1975,64.97
laja_i,07-1975,87.29
laja_i,08-1975,46.55
laja_i,09-1975,12.67
laja_i,10-1975,5.32
laja_i,11-1975,6.97
laja_i,12-1975,5.84
laja_i,01-1976,2.62
laja_i,02-1976,1.66
laja_i,03-1976,1.84
laja_i,04-1976,2.01
laja_i,05-1976,2.4
laja_i,06-1976,33.7
laja_i,07-1976,30.52
laja_i,08-1976,21.9
laja_i,09-1976,9.93
laja_i,10-1976,2.74
laja_i,11-1976,9.37
laja_i,12-1976,8.48
laja_i,01-1977,1.12
laja_i,02-1977,3.32
laja_i,03-1977,3.12
laja_i,04-1977,5.43
laja_i,05-1977,38.67
laja_i,06-1977,57.03
laja_i,07-1977,115.55
laja_i,08-1977,97.52
laja_i,09-1977,50.9
laja_i,10-1977,52.29
laja_i,11-1977,29.03
laja_i,12-1977,2.97
laja_i,01-1978,19.21
laja_i,02-1978,17.01
laja_i,03-1978,10.96
laja_i,04-1978,1.57
laja_i,05-1978,7.9
laja_i,06-1978,47.33
laja_i,07-1978,118.71
laja_i,08-1978,35.77
laja_i,09-1978,4.43
laja_i,10-1978,4.61
laja_i,11-1978,33.03
laja_i,12-1978,38.05
laja_i,01-1979,7.64
laja_i,02-1979,15.17
laja_i,03-1979,19.88
laja_i,04-1979,11.35
laja_i,05-1979,13.16
laja_i,06-1979,2.2
laja_i,07-1979,30.39
laja_i,08-1979,58.87
laja_i,09-1979,43.6
laja_i,10-1979,3.29
laja_i,11-1979,1.17
laja_i,12-1979,1.0
laja_i,01-1980,8.53
laja_i,02-1980,5.15
laja_i,03-1980,3.37
laja_i,04-1980,25.55
laja_i,05-1980,120.97
laja_i,06-1980,117.07
laja_i,07-1980,87.0
laja_i,08-1980,39.03
laja_i,09-1980,17.57
laja_i,10-1980,2.77
laja_i,11-1980,2.29
laja_i,12-1980,6.74
laja_i,01-1981,12.13
laja_i,02-1981,13.45
laja_i,03-1981,15.02
laja_i,04-1981,5.63
laja_i,05-1981,172.62
laja_i,06-1981,71.67
laja_i,07-1981,38.84
laja_i,08-1981,28.48
laja_i,09-1981,34.27
laja_i,10-1981,2.74
laja_i,11-1981,9.03
laja_i,12-1981,11.14
laja_i,01-1982,12.1
laja_i,02-1982,11.12
laja_i,03-1982,3.47
laja_i,04-1982,9.91
laja_i,05-1982,14.97
laja_i,06-1982,110.67
laja_i,07-1982,77.84
laja_i,08-1982,40.1
laja_i,09-1982,67.4
laja_i,10-1982,35.87
laja_i,11-1982,3.23
laja_i,12-1982,3.19
laja_i,01-1983,23.87
laja_i,02-1983,17.07
laja_i,03-1983,14.81
laja_i,04-1983,2.62
laja_i,05-1983,7.9
laja_i,06-1983,50.3
laja_i,07-1983,58.71
laja_i,08-1983,10.68
laja_i,09-1983,4.53
laja_i,10-1983,1.61
laja_i,11-1983,2.37
laja_i,12-1983,20.9
laja_i,01-1984,16.39
laja_i,02-1984,11.84
laja_i,03-1984,9.52
laja_i,04-1984,7.15
laja_i,05-1984,22.42
laja_i,06-1984,30.07
laja_i,07-1984,55.94
laja_i,08-1984,30.29
laja_i,09-1984,21.5
laja_i,10-1984,32.06
laja_i,11-1984,1.0
laja_i,12-1984,13.05
laja_i,01-1985,6.58
laja_i,02-1985,6.31
laja_i,03-1985,5.62
laja_i,04-1985,21.38
laja_i,05-1985,61.16
laja_i,06-1985,50.3
laja_i,07-1985,21.74
laja_i,08-1985,1.74
laja_i,09-1985,1.0
laja_i,10-1985,1.0
laja_i,11-1985,3.03
laja_i,12-1985,4.36
laja_i,01-1986,22.74
laja_i,02-1986,20.15
laja_i,03-1986,20.58
laja_i,04-1986,19.07
laja_i,05-1986,29.74
laja_i,06-1986,114.03
laja_i,07-1986,51.03
laja_i,08-1986,12.39
laja_i,09-1986,24.6
laja_i,10-1986,32.86
laja_i,11-1986,45.35
laja_i,12-1986,35.75
laja_i,01-1987,20.96
laja_i,02-1987,21.65
laja_i,03-1987,28.04
laja_i,04-1987,19.81
laja_i,05-1987,5.94
laja_i,06-1987,12.0
laja_i,07-1987,32.23
laja_i,08-1987,20.55
laja_i,09-1987,9.87
laja_i,10-1987,6.9
laja_i,11-1987,23.47
laja_i,12-1987,21.66
laja_i,01-1988,8.77
laja_i,02-1988,6.02
laja_i,03-1988,6.28
laja_i,04-1988,30.39
laja_i,05-1988,29.68
laja_i,06-1988,28.23
laja_i,07-1988,43.94
laja_i,08-1988,38.03
laja_i,09-1988,9.33
laja_i,10-1988,15.68
laja_i,11-1988,12.83
laja_i,12-1988,10.08
laja_i,01-1989,2.14
laja_i,02-1989,9.52
laja_i,03-1989,10.99
laja_i,04-1989,14.88
laja_i,05-1989,20.47
laja_i,06-1989,38.91
laja_i,07-1989,60.1
laja_i,08-1989,45.65
laja_i,09-1989,39.69
laja_i,10-1989,23.82
